symbol,reason,relationships,checkpoint
AEIS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=AEIS\\year=2025\\AEIS_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=AEIS\\year=2025\\dbbff3d82c86ed49cb7c9b6d.parquet"",""left_sha256"":""5763ae2e7158abb8f329d22a1a4d62a7d542b0aa0c3f9df6ff8f5648961a94d4"",""right_sha256"":""242e25a73f36f59b5e910b298b5a95633905ae50305468bb1b90f9c621ca5513"",""overlap_rows"":250,""conflicting_rows"":56,""first_conflict"":""2025-07-10"",""last_conflict"":""2025-12-31"",""warmup_conflicting_sessions"":16},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\592c78c957c5eb306de7d0a2.parquet"",""right"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\689a53f4af111da15266e186.parquet"",""left_sha256"":""2aa35359245a478a089ff6234fb1a38eeef83f7e7b7e816bba36a825be12e555"",""right_sha256"":""0ea60ee6b27d12b74a83bb51451ceee056384fc035dd3d80ea46557a634c5027"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\592c78c957c5eb306de7d0a2.parquet"",""right"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\AEIS_2026.parquet"",""left_sha256"":""2aa35359245a478a089ff6234fb1a38eeef83f7e7b7e816bba36a825be12e555"",""right_sha256"":""2aa35359245a478a089ff6234fb1a38eeef83f7e7b7e816bba36a825be12e555"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\689a53f4af111da15266e186.parquet"",""right"":""data\\parquet\\daily\\symbol=AEIS\\year=2026\\AEIS_2026.parquet"",""left_sha256"":""0ea60ee6b27d12b74a83bb51451ceee056384fc035dd3d80ea46557a634c5027"",""right_sha256"":""2aa35359245a478a089ff6234fb1a38eeef83f7e7b7e816bba36a825be12e555"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AEIS.json
AEO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\6365717a1dd29fc6f931bb2a.parquet"",""right"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\68fc8a9e83fe2d537f367f66.parquet"",""left_sha256"":""a65a71f8287f2db02f2ecf0172ff8ba7b00339efb46cbe287271a2715a833bca"",""right_sha256"":""488ddc9585fd2ec458171382ecbac80c516b5e0ccad20b6b89383d3a7bd8b669"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\6365717a1dd29fc6f931bb2a.parquet"",""right"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\AEO_2026.parquet"",""left_sha256"":""a65a71f8287f2db02f2ecf0172ff8ba7b00339efb46cbe287271a2715a833bca"",""right_sha256"":""488ddc9585fd2ec458171382ecbac80c516b5e0ccad20b6b89383d3a7bd8b669"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\68fc8a9e83fe2d537f367f66.parquet"",""right"":""data\\parquet\\daily\\symbol=AEO\\year=2026\\AEO_2026.parquet"",""left_sha256"":""488ddc9585fd2ec458171382ecbac80c516b5e0ccad20b6b89383d3a7bd8b669"",""right_sha256"":""488ddc9585fd2ec458171382ecbac80c516b5e0ccad20b6b89383d3a7bd8b669"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AEO.json
AEON,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\06eb82ce52f75a3a872902fe.parquet"",""right"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\AEON_2026.parquet"",""left_sha256"":""ef7768b3bbd47cd94a4c3c86c41c2294d091e51722ed60eeb960f301fa80d2e5"",""right_sha256"":""de0240bb23969b6c488f66b85cb697410e029fd111855b30c89c9cc55323cffe"",""overlap_rows"":162,""conflicting_rows"":1,""first_conflict"":""2026-08-18"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\06eb82ce52f75a3a872902fe.parquet"",""right"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\e0201273a765f46dca98d8f1.parquet"",""left_sha256"":""ef7768b3bbd47cd94a4c3c86c41c2294d091e51722ed60eeb960f301fa80d2e5"",""right_sha256"":""de0240bb23969b6c488f66b85cb697410e029fd111855b30c89c9cc55323cffe"",""overlap_rows"":162,""conflicting_rows"":1,""first_conflict"":""2026-08-18"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\AEON_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AEON\\year=2026\\e0201273a765f46dca98d8f1.parquet"",""left_sha256"":""de0240bb23969b6c488f66b85cb697410e029fd111855b30c89c9cc55323cffe"",""right_sha256"":""de0240bb23969b6c488f66b85cb697410e029fd111855b30c89c9cc55323cffe"",""overlap_rows"":162,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AEON.json
AEP,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=AEP\\year=2025\\AEP_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=AEP\\year=2025\\e109a5e2880ace2abdd589f3.parquet"",""left_sha256"":""7ab9817af9d607cb43c7ff73e412d2baf90cf016ebf75239ee1677a78449b2b6"",""right_sha256"":""e143734cedd096e5cf9f6a7e7f343e312a7d8256d2d6918e97168fe5d40dcc5e"",""overlap_rows"":250,""conflicting_rows"":56,""first_conflict"":""2025-07-10"",""last_conflict"":""2025-12-31"",""warmup_conflicting_sessions"":16},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AEP\\year=2026\\2dc2e24f63f580983a652405.parquet"",""right"":""data\\parquet\\daily\\symbol=AEP\\year=2026\\AEP_2026.parquet"",""left_sha256"":""243bd91835fc66c7c1d133d78903fdc40b3b83ecf359f7162c63398b9edb9537"",""right_sha256"":""62e2fe33f7bf1696760033d3d85f9e665012ee8cec4c99fd659371b282ae9eb9"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AEP.json
AES,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AES\\year=2026\\2cf3e1e95873ff6c57cdb651.parquet"",""right"":""data\\parquet\\daily\\symbol=AES\\year=2026\\94d5d4b49d363866c9d9ad5c.parquet"",""left_sha256"":""7b49ee17dd2093c2825ad4d63f5c547c907b8e404fd1c86e821a6b5e76436b6c"",""right_sha256"":""71e75ec6ddc1aa8b256e548d484d4b998c021a1a1dd65e67bb0698d7f6f59af2"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AES\\year=2026\\2cf3e1e95873ff6c57cdb651.parquet"",""right"":""data\\parquet\\daily\\symbol=AES\\year=2026\\AES_2026.parquet"",""left_sha256"":""7b49ee17dd2093c2825ad4d63f5c547c907b8e404fd1c86e821a6b5e76436b6c"",""right_sha256"":""7b49ee17dd2093c2825ad4d63f5c547c907b8e404fd1c86e821a6b5e76436b6c"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AES\\year=2026\\94d5d4b49d363866c9d9ad5c.parquet"",""right"":""data\\parquet\\daily\\symbol=AES\\year=2026\\AES_2026.parquet"",""left_sha256"":""71e75ec6ddc1aa8b256e548d484d4b998c021a1a1dd65e67bb0698d7f6f59af2"",""right_sha256"":""7b49ee17dd2093c2825ad4d63f5c547c907b8e404fd1c86e821a6b5e76436b6c"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AES.json
AESI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AESI\\year=2026\\AESI_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AESI\\year=2026\\b4aa1d007c8fb439f5cb5189.parquet"",""left_sha256"":""3fbaa7a6474993740ce19d5de929957eac4f1b91bb684b628640ba01e3ee8e5f"",""right_sha256"":""e67709b6d8db57abaf09e8690fd72a0db95679fe7a1c9cf1562e2eb4b7d13be9"",""overlap_rows"":167,""conflicting_rows"":36,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":36}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AESI.json
AFL,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AFL\\year=2026\\AFL_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AFL\\year=2026\\bd9932346442f950c62fe044.parquet"",""left_sha256"":""d60498022ce4b3f7bd17c6e9c46a9c71f690de1a4c6ff972cb02db3574bfe104"",""right_sha256"":""bbc2acb3d7e59ece973c57914dff4c57ea56193748015bfca7cb874bf320fe8f"",""overlap_rows"":167,""conflicting_rows"":71,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":71}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AFL.json
AG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AG\\year=2026\\7370e1e43d745acddbe780ea.parquet"",""right"":""data\\parquet\\daily\\symbol=AG\\year=2026\\AG_2026.parquet"",""left_sha256"":""6e5e706e98dfe8b0312453501557a1a1924201b9b77f19039f0f783cb184c2b5"",""right_sha256"":""d6cd7226e7209bbdf02bdd1aaa09b377304b12711504a4a01127bfe252bc43ef"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AG\\year=2026\\7370e1e43d745acddbe780ea.parquet"",""right"":""data\\parquet\\daily\\symbol=AG\\year=2026\\f16998ecce4496655f6114d2.parquet"",""left_sha256"":""6e5e706e98dfe8b0312453501557a1a1924201b9b77f19039f0f783cb184c2b5"",""right_sha256"":""d6cd7226e7209bbdf02bdd1aaa09b377304b12711504a4a01127bfe252bc43ef"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AG\\year=2026\\AG_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AG\\year=2026\\f16998ecce4496655f6114d2.parquet"",""left_sha256"":""d6cd7226e7209bbdf02bdd1aaa09b377304b12711504a4a01127bfe252bc43ef"",""right_sha256"":""d6cd7226e7209bbdf02bdd1aaa09b377304b12711504a4a01127bfe252bc43ef"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AG.json
AGCO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGCO\\year=2026\\0892a779f54452ffd1bf4cf1.parquet"",""right"":""data\\parquet\\daily\\symbol=AGCO\\year=2026\\AGCO_2026.parquet"",""left_sha256"":""5ddc05b39c4810cee573dfeda12eb21d0ad0ab00beb0c159a4546eaea8084a74"",""right_sha256"":""260b58e3850e8a49ce0afb0ffe58da682e0fc03843eba6249ade453263894ff7"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGCO.json
AGEN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\AGEN_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\aa9ec22aada22cf86dc2f44c.parquet"",""left_sha256"":""df83deae3f3e8061ff59ad4ad7b9070066ca7a7f841b57c414af397096a04352"",""right_sha256"":""df83deae3f3e8061ff59ad4ad7b9070066ca7a7f841b57c414af397096a04352"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\AGEN_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\cb46e034e9630811e9c9a0a5.parquet"",""left_sha256"":""df83deae3f3e8061ff59ad4ad7b9070066ca7a7f841b57c414af397096a04352"",""right_sha256"":""6ff901cd5ccb14cab1bf18e419d0ca4e043ec724ce271daf80f36c3bab61bf44"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\aa9ec22aada22cf86dc2f44c.parquet"",""right"":""data\\parquet\\daily\\symbol=AGEN\\year=2026\\cb46e034e9630811e9c9a0a5.parquet"",""left_sha256"":""df83deae3f3e8061ff59ad4ad7b9070066ca7a7f841b57c414af397096a04352"",""right_sha256"":""6ff901cd5ccb14cab1bf18e419d0ca4e043ec724ce271daf80f36c3bab61bf44"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGEN.json
AGG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2025,""left"":""data\\parquet\\daily\\symbol=AGG\\year=2025\\AGG_2025.parquet"",""right"":""data\\parquet\\daily\\symbol=AGG\\year=2025\\d53683af80fb0a5e9b34c9b1.parquet"",""left_sha256"":""7c6fb0c0bdf5aa348429691fe228c6f8d423806625358273cbdcba38511ad325"",""right_sha256"":""a623a9caa442640ee3abfd3fea65aaca4172da8fc76492861d6e7ddcbf0fc68c"",""overlap_rows"":250,""conflicting_rows"":56,""first_conflict"":""2025-07-10"",""last_conflict"":""2025-12-31"",""warmup_conflicting_sessions"":16},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGG\\year=2026\\8fc2203913552c0d31eb7d80.parquet"",""right"":""data\\parquet\\daily\\symbol=AGG\\year=2026\\AGG_2026.parquet"",""left_sha256"":""9af5975d013b5b657ad688c781708398e41eb317249c0ec879b8c47da06db244"",""right_sha256"":""ce44cd31a6cbd25a2de1c14f22b6aafb29e665079d615eb6317204da9e202a7d"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGG.json
AGI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\42e7a89c5a1243fc769fd465.parquet"",""right"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\AGI_2026.parquet"",""left_sha256"":""1a8db85aa502b45452c9b679603d8501e32995903f1fad4e6816caa5cfa5eb62"",""right_sha256"":""fe55a21475927bd4aeaca61df13c0200b618572baf35f22d7a1e3a440138ffc4"",""overlap_rows"":166,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\42e7a89c5a1243fc769fd465.parquet"",""right"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\c30b32a5704c5603efc34f25.parquet"",""left_sha256"":""1a8db85aa502b45452c9b679603d8501e32995903f1fad4e6816caa5cfa5eb62"",""right_sha256"":""fe55a21475927bd4aeaca61df13c0200b618572baf35f22d7a1e3a440138ffc4"",""overlap_rows"":166,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\AGI_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGI\\year=2026\\c30b32a5704c5603efc34f25.parquet"",""left_sha256"":""fe55a21475927bd4aeaca61df13c0200b618572baf35f22d7a1e3a440138ffc4"",""right_sha256"":""fe55a21475927bd4aeaca61df13c0200b618572baf35f22d7a1e3a440138ffc4"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGI.json
AGIO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\68443ac544d4088dd4a1b084.parquet"",""right"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\AGIO_2026.parquet"",""left_sha256"":""b57580f5c7cbc006172f0f7780adfcafa94d545e15492186cafedc2c86f7736a"",""right_sha256"":""b57580f5c7cbc006172f0f7780adfcafa94d545e15492186cafedc2c86f7736a"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\68443ac544d4088dd4a1b084.parquet"",""right"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\f7b6331345e62f0fc9714321.parquet"",""left_sha256"":""b57580f5c7cbc006172f0f7780adfcafa94d545e15492186cafedc2c86f7736a"",""right_sha256"":""86619acce7cd9348107741f2a48a17fba56136d1959b9b4173c3ad3f5bbd36ed"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\AGIO_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGIO\\year=2026\\f7b6331345e62f0fc9714321.parquet"",""left_sha256"":""b57580f5c7cbc006172f0f7780adfcafa94d545e15492186cafedc2c86f7736a"",""right_sha256"":""86619acce7cd9348107741f2a48a17fba56136d1959b9b4173c3ad3f5bbd36ed"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGIO.json
AGL,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\93828394f5f49ae80a7b92b0.parquet"",""right"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\AGL_2026.parquet"",""left_sha256"":""0230181a15bfa4f0453fbe13d054ee5683aa2c286faa76fca02ad8e6219d58f4"",""right_sha256"":""76cf7b0a5903b88349438ba9f1112e42af44fafc82266b830ae9978da6dc2742"",""overlap_rows"":167,""conflicting_rows"":47,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":47},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\93828394f5f49ae80a7b92b0.parquet"",""right"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\fa7f1027d2383389985bdfac.parquet"",""left_sha256"":""0230181a15bfa4f0453fbe13d054ee5683aa2c286faa76fca02ad8e6219d58f4"",""right_sha256"":""0c42160406f68b37d9f963651619f2983d40851aa5bf2c17d91ef9c85f11ffe5"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\AGL_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGL\\year=2026\\fa7f1027d2383389985bdfac.parquet"",""left_sha256"":""76cf7b0a5903b88349438ba9f1112e42af44fafc82266b830ae9978da6dc2742"",""right_sha256"":""0c42160406f68b37d9f963651619f2983d40851aa5bf2c17d91ef9c85f11ffe5"",""overlap_rows"":167,""conflicting_rows"":48,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":48}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGL.json
AGMH,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\3f10a5cda8d9d19e296ed3b8.parquet"",""right"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\673ac52a11481a963ab69e4b.parquet"",""left_sha256"":""571f71dbdeb08faa457e3df5825a86549531ab336c3ced75c9e791c525796d9b"",""right_sha256"":""7336a2f23bea61c1fdf3420e28747d8d970fad79e092e837b7abf5f105a87387"",""overlap_rows"":162,""conflicting_rows"":1,""first_conflict"":""2026-08-18"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\3f10a5cda8d9d19e296ed3b8.parquet"",""right"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\AGMH_2026.parquet"",""left_sha256"":""571f71dbdeb08faa457e3df5825a86549531ab336c3ced75c9e791c525796d9b"",""right_sha256"":""571f71dbdeb08faa457e3df5825a86549531ab336c3ced75c9e791c525796d9b"",""overlap_rows"":162,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\673ac52a11481a963ab69e4b.parquet"",""right"":""data\\parquet\\daily\\symbol=AGMH\\year=2026\\AGMH_2026.parquet"",""left_sha256"":""7336a2f23bea61c1fdf3420e28747d8d970fad79e092e837b7abf5f105a87387"",""right_sha256"":""571f71dbdeb08faa457e3df5825a86549531ab336c3ced75c9e791c525796d9b"",""overlap_rows"":162,""conflicting_rows"":1,""first_conflict"":""2026-08-18"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":1}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGMH.json
AGO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\286157e1ad735b9f13a583b1.parquet"",""right"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\AGO_2026.parquet"",""left_sha256"":""7ffd4ec952f1eb5f047ed73ae8a8166cf84b023ad369b2aac340564c65bd0214"",""right_sha256"":""14aeec82d824557551ff81c759bae3e0a0166d19fdac2acb536be1d81867e052"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\286157e1ad735b9f13a583b1.parquet"",""right"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\df257dd08b7c727464427530.parquet"",""left_sha256"":""7ffd4ec952f1eb5f047ed73ae8a8166cf84b023ad369b2aac340564c65bd0214"",""right_sha256"":""14aeec82d824557551ff81c759bae3e0a0166d19fdac2acb536be1d81867e052"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\AGO_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGO\\year=2026\\df257dd08b7c727464427530.parquet"",""left_sha256"":""14aeec82d824557551ff81c759bae3e0a0166d19fdac2acb536be1d81867e052"",""right_sha256"":""14aeec82d824557551ff81c759bae3e0a0166d19fdac2acb536be1d81867e052"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGO.json
AGQ,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\537b53db2f5a18a3713fc6ac.parquet"",""right"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\AGQ_2026.parquet"",""left_sha256"":""367a25b74da8cf4509329f57f97bd94abc4216589f85949817b5c3b05de1f582"",""right_sha256"":""dbf898e8a096b9b07d1abdc33105680b306b018fd7e062ec5ae1ea49a9cf90a6"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\537b53db2f5a18a3713fc6ac.parquet"",""right"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\c49b33c6fb13d13507bddde2.parquet"",""left_sha256"":""367a25b74da8cf4509329f57f97bd94abc4216589f85949817b5c3b05de1f582"",""right_sha256"":""dbf898e8a096b9b07d1abdc33105680b306b018fd7e062ec5ae1ea49a9cf90a6"",""overlap_rows"":167,""conflicting_rows"":1,""first_conflict"":""2026-08-17"",""last_conflict"":""2026-08-17"",""warmup_conflicting_sessions"":1},{""year"":2026,""left"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\AGQ_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=AGQ\\year=2026\\c49b33c6fb13d13507bddde2.parquet"",""left_sha256"":""dbf898e8a096b9b07d1abdc33105680b306b018fd7e062ec5ae1ea49a9cf90a6"",""right_sha256"":""dbf898e8a096b9b07d1abdc33105680b306b018fd7e062ec5ae1ea49a9cf90a6"",""overlap_rows"":167,""conflicting_rows"":0,""first_conflict"":null,""last_conflict"":null,""warmup_conflicting_sessions"":0}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\AGQ.json
