symbol,reason,relationships,checkpoint
CG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CG\\year=2026\\2a06721717d869d34d8440af.parquet"",""right"":""data\\parquet\\daily\\symbol=CG\\year=2026\\CG_2026.parquet"",""left_sha256"":""122f934535e5638116dd436cc4269e7665fac86e61b96c18018532d086c4a61d"",""right_sha256"":""474a3a61897dfc5fd2beb550aa4e7f491562525ab7805460038637352274cb15"",""overlap_rows"":167,""conflicting_rows"":56,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":56}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CG.json
CGNX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CGNX\\year=2026\\CGNX_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CGNX\\year=2026\\f678e35de4b0f53e55bc608f.parquet"",""left_sha256"":""fc67223cba3e001dd4d26489adab4c9e3edcfc947c3a5084bce8e1ed12218870"",""right_sha256"":""acb6090bd056a06ac20076e7f34a8c62f0d52dd1fbf940997f28771604095686"",""overlap_rows"":167,""conflicting_rows"":58,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":58}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CGNX.json
CHAT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHAT\\year=2026\\9afe279b6878c8372ec42859.parquet"",""right"":""data\\parquet\\daily\\symbol=CHAT\\year=2026\\CHAT_2026.parquet"",""left_sha256"":""e2c61b1ea7867e1438aa197dde060e156febf9f1472f961bbd88595afcb15287"",""right_sha256"":""562fa63e90df0cb11a234d89aced57593b1079cf669fb0550ee026f30bd42d9a"",""overlap_rows"":167,""conflicting_rows"":38,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":38}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHAT.json
CHD,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHD\\year=2026\\CHD_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CHD\\year=2026\\ddf7c0164857811220fa08f5.parquet"",""left_sha256"":""2282367b90cbcfae58f3e2c3fca6d2127f19de00d37d632461d0d0cb6448c31b"",""right_sha256"":""44606f258fd46727252aeeb7ddf66e6f28d5bef16225656c52116fe75e677430"",""overlap_rows"":167,""conflicting_rows"":64,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":64}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHD.json
CHDN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHDN\\year=2026\\7334419b40a483f9a39b7856.parquet"",""right"":""data\\parquet\\daily\\symbol=CHDN\\year=2026\\CHDN_2026.parquet"",""left_sha256"":""ed8d323d92f14a88cfe153cb244257c635aeaf3bb1f3cf864814fbdc854acfda"",""right_sha256"":""b9b4fc4e321056f8dc84b48b99be2071623473998b9f8b71325e7841187971ee"",""overlap_rows"":167,""conflicting_rows"":40,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":40}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHDN.json
CHGG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHGG\\year=2026\\9039dc18c83479d6ff1b4b53.parquet"",""right"":""data\\parquet\\daily\\symbol=CHGG\\year=2026\\CHGG_2026.parquet"",""left_sha256"":""06342a95cc9a9ca678f464dd7a418ec8b5eb6d6f8a50017238f26df47aa3e938"",""right_sha256"":""00bf61e1e9ae3026e84dbe85014241aebe438efdab1bba3b890aebfe9ba840a4"",""overlap_rows"":167,""conflicting_rows"":55,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":55}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHGG.json
CHH,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHH\\year=2026\\8f4858ff6a1c49eb15b4f6de.parquet"",""right"":""data\\parquet\\daily\\symbol=CHH\\year=2026\\CHH_2026.parquet"",""left_sha256"":""f07ab4851df32df07fed49e8dab0c7958662c712663b590d130a15b225d375f9"",""right_sha256"":""a061cf5ce0353f4b4136e827bffb360ba45be3b8cbe34453131dbe397cd42991"",""overlap_rows"":167,""conflicting_rows"":56,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-07-29"",""warmup_conflicting_sessions"":56}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHH.json
CHPT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHPT\\year=2026\\9ecf04ce3db8fc46c75d5bba.parquet"",""right"":""data\\parquet\\daily\\symbol=CHPT\\year=2026\\CHPT_2026.parquet"",""left_sha256"":""33614bc1353cd90d954d01e384450f7352ed46b0c2a626ca0a5d0de3cd70d973"",""right_sha256"":""edd65236ba6b7d76bc7d92ca8c6f0e86e560f8771dc3a1f32e0948aef325384b"",""overlap_rows"":167,""conflicting_rows"":41,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":41}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHPT.json
CHRW,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHRW\\year=2026\\CHRW_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CHRW\\year=2026\\df1b43b09b377d45b3b07dc2.parquet"",""left_sha256"":""46cd8ffed5a18657599f6b2a790e55ad3f5ce196624c2a6881e2fe8f62e49ff7"",""right_sha256"":""b841b3229e6fbc89a305bfdf209d01bce9660fe4445bce0e97e6a1f7e7cc6c38"",""overlap_rows"":167,""conflicting_rows"":54,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":54}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHRW.json
CHTR,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CHTR\\year=2026\\82b6831c94ee5c469b96789b.parquet"",""right"":""data\\parquet\\daily\\symbol=CHTR\\year=2026\\CHTR_2026.parquet"",""left_sha256"":""b53627996bec9c7b2056c732cd00baee6f4cd6928a17cbb5f4dcdbed0442a518"",""right_sha256"":""1b75fa7e576d7ff760d85e9ac7dae3c367d0fc945cd2f1d44c987f2f82f85846"",""overlap_rows"":167,""conflicting_rows"":40,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":40}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CHTR.json
CI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CI\\year=2026\\CI_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CI\\year=2026\\d22f5c781ba2c33c164f5978.parquet"",""left_sha256"":""030d5d5e6b588d5b235fb7533f18e355e9eb1175c64cc70a5eec6c709c822420"",""right_sha256"":""6f126a897e79f1c6754f6980b5eeee3590554405c426c03706bdee098e91da7d"",""overlap_rows"":165,""conflicting_rows"":63,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":63}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CI.json
CIBR,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CIBR\\year=2026\\CIBR_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CIBR\\year=2026\\e0ea78eadec015f5ed209cf5.parquet"",""left_sha256"":""250b4edee3d6901c63e15424881f15f96c145272a4ce86bc332f71bf739642d1"",""right_sha256"":""0833d609c0169ab10ae21528ef4799f792aa8152cb1c0a422cc50f9e6ea1ec28"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CIBR.json
CIEN,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CIEN\\year=2026\\4f5a26f76b97ff3055e79c56.parquet"",""right"":""data\\parquet\\daily\\symbol=CIEN\\year=2026\\CIEN_2026.parquet"",""left_sha256"":""3611faeede7f9a5fa522c0324ca64cd8cd086d241d2555f177e95f6534e23bb2"",""right_sha256"":""cb7aeb79f8968a67803b75cd26d55c52b25273b94a726fede823f0e5e6c7b3a3"",""overlap_rows"":167,""conflicting_rows"":29,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":29}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CIEN.json
CIFR,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CIFR\\year=2026\\CIFR_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CIFR\\year=2026\\dde0192fc4f4e1bd85670c87.parquet"",""left_sha256"":""c9b14dfe9b0f229fd04bd0e955ab7a2053b5761d6ef272b8f3c77bc4d16c038c"",""right_sha256"":""c0de71c07f33a4d4fb36ecdbc9c0d1400543aced6f73a0d7d014789315edafbf"",""overlap_rows"":167,""conflicting_rows"":46,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":46}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CIFR.json
CL,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CL\\year=2026\\226dd322e8cd5ed369b93a4c.parquet"",""right"":""data\\parquet\\daily\\symbol=CL\\year=2026\\CL_2026.parquet"",""left_sha256"":""99300422cf7f8a952f71eaa7b760ae6a818f8f22a36ebce9be0fbe68c05198c1"",""right_sha256"":""554f0b0294439506a98aaf6751b2be9e241f645248267287014a9e7976535623"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CL.json
CLBT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLBT\\year=2026\\CLBT_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CLBT\\year=2026\\eb73375536761a42b0de4f52.parquet"",""left_sha256"":""04bcbe0f8bf4262370789cea3539e1fd359566961a0b955761261d761a0d6673"",""right_sha256"":""a17c244708bac7a1121b19ec1ba1c8f076b8590d880149cb7fae9bcbb68ee9dd"",""overlap_rows"":167,""conflicting_rows"":43,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-06"",""warmup_conflicting_sessions"":43}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLBT.json
CLF,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLF\\year=2026\\CLF_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CLF\\year=2026\\a64f00446e27a1ab44f04cc0.parquet"",""left_sha256"":""ea31a23cccb156139b32489ec1491b42b23e34c76fbe064557b2501d818fd154"",""right_sha256"":""58a55b026a3cb6dac818b806bc2af6a02f1003acc35ffd0235796607ceb0c088"",""overlap_rows"":167,""conflicting_rows"":42,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":42}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLF.json
CLH,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLH\\year=2026\\CLH_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CLH\\year=2026\\fd2aa4093529a061e666f7fb.parquet"",""left_sha256"":""3615fa4e8b3b37a25675817a7a203d9cf4bca5c30312b0a044aadd3e72df21fd"",""right_sha256"":""e1705c25f29d0f269cee257be2ec85151ae2cf530861d79e08825339b34cd044"",""overlap_rows"":167,""conflicting_rows"":34,""first_conflict"":""2026-01-30"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":34}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLH.json
CLNE,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLNE\\year=2026\\CLNE_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CLNE\\year=2026\\aa23de05c119bf4c634db2be.parquet"",""left_sha256"":""7f5e7d29583dfbd34e919a630a9b8a7e489976fe8a28038c82a81ec3ffedd300"",""right_sha256"":""1497d64cf693ac99589f7c19d246a03247d3299b5789fd1bdf6a7a6252555788"",""overlap_rows"":167,""conflicting_rows"":43,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":43}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLNE.json
CLOV,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLOV\\year=2026\\863595ca82273a4fb73f4c30.parquet"",""right"":""data\\parquet\\daily\\symbol=CLOV\\year=2026\\CLOV_2026.parquet"",""left_sha256"":""26c5ec66682d22133139c49f4bac9a01c88e9d0a6f9754f3e9c6d96415753a29"",""right_sha256"":""a2af6872463f806fbde3807d37eb3afc0006e6eec74c37ed068724698337a4d6"",""overlap_rows"":167,""conflicting_rows"":35,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":35}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLOV.json
CLS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLS\\year=2026\\CLS_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CLS\\year=2026\\c10fecb32ad76dc6aedd5523.parquet"",""left_sha256"":""d1cd455a2dbbd616348ff73d37c7ffd7095d4a007fa148775b981fcc6f280080"",""right_sha256"":""67ef4fdd2b7a99dacbd122cad08f2ab30ee30525d79ff217360c4a40742dc449"",""overlap_rows"":167,""conflicting_rows"":38,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":38}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLS.json
CLVT,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLVT\\year=2026\\87d18b5d8e91a1d1df9b833b.parquet"",""right"":""data\\parquet\\daily\\symbol=CLVT\\year=2026\\CLVT_2026.parquet"",""left_sha256"":""efc8256d4fff20330505f779ad664564cb606ddb136dd976dee3af5eb198ee29"",""right_sha256"":""a5928aced622782ff187249a77599a0516f83092bbb52058dfefc4c4cca4a186"",""overlap_rows"":167,""conflicting_rows"":41,""first_conflict"":""2026-01-29"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":41}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLVT.json
CLX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CLX\\year=2026\\887a2db65f8ba2755dc80d6d.parquet"",""right"":""data\\parquet\\daily\\symbol=CLX\\year=2026\\CLX_2026.parquet"",""left_sha256"":""bf34f2241823b80aea037e71786b359ac3287d6fa410fc5606a6b64b0816b30b"",""right_sha256"":""b3aae9f361bf52bbab345056310c8dcfb1b164197a5702b283302c2cbe1cb377"",""overlap_rows"":167,""conflicting_rows"":63,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":63}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CLX.json
CM,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CM\\year=2026\\2316175a5af7dc9d0231475c.parquet"",""right"":""data\\parquet\\daily\\symbol=CM\\year=2026\\CM_2026.parquet"",""left_sha256"":""a17fb8b2e724e91ab7c0e07e379164c66dd2957170934d531f9b1a95f2b92fa5"",""right_sha256"":""7ab7c63e44d45a4080046b72522eef7f9ae74e84990df3e6cee0df517fb408d0"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-05"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CM.json
CMC,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMC\\year=2026\\CMC_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CMC\\year=2026\\e79f77c4d0f0d7242e748e0f.parquet"",""left_sha256"":""1e29574ad7b3af69065354c4b9a643611a16142290dfa30ab494c4722ff32498"",""right_sha256"":""8a5867b3900c75beb1e353cdbf551ce683fc866aab5bd956d4a53cffc2e1a479"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-06"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMC.json
CMCSA,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMCSA\\year=2026\\CMCSA_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CMCSA\\year=2026\\aba63c57493338229edde018.parquet"",""left_sha256"":""017a93bb36c4bc4ddfc53f24740307993953488cd4ebc8dc046df77084d09dd0"",""right_sha256"":""f25f84a2790a2995c4a4ba43b6b2f48af25363188d1be300549bd8f4edf667d0"",""overlap_rows"":167,""conflicting_rows"":62,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":62}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMCSA.json
CMG,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMG\\year=2026\\CMG_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CMG\\year=2026\\d23bd7b92069d8eadfc0ac4f.parquet"",""left_sha256"":""debd99b216f9d38799753af25e685ecfd99b05cec9418a8a0216529d0e9dcc78"",""right_sha256"":""c1d9b3c283ae3de0be2c9ed0fae8d16e7775463efeda747e70ba35bf1b4d3ae9"",""overlap_rows"":167,""conflicting_rows"":46,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":46}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMG.json
CMI,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMI\\year=2026\\39d5095386e32a2f25def54f.parquet"",""right"":""data\\parquet\\daily\\symbol=CMI\\year=2026\\CMI_2026.parquet"",""left_sha256"":""455a9025bdbf948d0ae87d581c099b008708e1bdf20f4fdf660018ba71362aac"",""right_sha256"":""e0e5b7d39e337aa6bd716ae182bca6c96fec22442965b1d07b7d130e0ec2ecd5"",""overlap_rows"":167,""conflicting_rows"":54,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":54}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMI.json
CMP,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMP\\year=2026\\71f16f933385c2373c79ac03.parquet"",""right"":""data\\parquet\\daily\\symbol=CMP\\year=2026\\CMP_2026.parquet"",""left_sha256"":""1658343e64889ab4902d9c9b593eb19b90c64a26de7bda22e445f2fdf840552f"",""right_sha256"":""4c520981487e9ce899b6b887bc229caacc666eeeebac0e2f11826b22e9587249"",""overlap_rows"":167,""conflicting_rows"":45,""first_conflict"":""2026-01-30"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":45}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMP.json
CMPS,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CMPS\\year=2026\\8309128c8cd0ada9bd8e3648.parquet"",""right"":""data\\parquet\\daily\\symbol=CMPS\\year=2026\\CMPS_2026.parquet"",""left_sha256"":""60b1235d0bbf02e642e46f9ecee8e54098e0c9f4e8c1640eb94513d1d24854a8"",""right_sha256"":""2d5c06c0ec8724ea372554900e418decdbdf4d79506acf642a2736ef35a78e2f"",""overlap_rows"":166,""conflicting_rows"":47,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-18"",""warmup_conflicting_sessions"":47}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CMPS.json
CNK,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CNK\\year=2026\\0479811e38e08eac42c1bc53.parquet"",""right"":""data\\parquet\\daily\\symbol=CNK\\year=2026\\CNK_2026.parquet"",""left_sha256"":""802cf8025ec6874dd47b6c961d408048113bf63078a3f2c20a8b44bf871607df"",""right_sha256"":""c22e916fbd1beecb00420735a5cc05b0883f35351d30ecf5754d83f470a2738d"",""overlap_rows"":167,""conflicting_rows"":56,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":56}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CNK.json
CNMD,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CNMD\\year=2026\\CNMD_2026.parquet"",""right"":""data\\parquet\\daily\\symbol=CNMD\\year=2026\\deedd1cb8350fb7957e70e96.parquet"",""left_sha256"":""3802302bf313b24e747aee31e92019cfc1047d010c6fa2593515409b3c64072c"",""right_sha256"":""6408c5f316545eb5c0c33c54afb90479ce980b861fef23802f755f266133f7ce"",""overlap_rows"":167,""conflicting_rows"":30,""first_conflict"":""2026-01-27"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":30}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CNMD.json
CNX,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=CNX\\year=2026\\049c0c79d4b2edafae4f952f.parquet"",""right"":""data\\parquet\\daily\\symbol=CNX\\year=2026\\CNX_2026.parquet"",""left_sha256"":""0fee6fbf999a2de8346eb3aa649fdfea3393d77e2ee232354afc0933a1f8f06c"",""right_sha256"":""60f4c7b522f52ded644998b0cb31f927b9a742adfd2940730abd41b49dc10b39"",""overlap_rows"":167,""conflicting_rows"":33,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":33}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\CNX.json
COCO,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=COCO\\year=2026\\3c7861885c0a7028981c9dcb.parquet"",""right"":""data\\parquet\\daily\\symbol=COCO\\year=2026\\COCO_2026.parquet"",""left_sha256"":""b7abf3f72658e3adba35323952ce1df256db3223e740c372ec4b1a54ff7674c1"",""right_sha256"":""1e290bae25b5bece4bb1caf010007473ba3c5a24694b93a292f4089814923bfd"",""overlap_rows"":167,""conflicting_rows"":44,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":44}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\COCO.json
COF,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=COF\\year=2026\\02d5c2a52a7b9f9c4f84fa9b.parquet"",""right"":""data\\parquet\\daily\\symbol=COF\\year=2026\\COF_2026.parquet"",""left_sha256"":""58d23ceaa4f7b49e9afb858156eb75848f511c8fb60762c3c6bdd299562cc079"",""right_sha256"":""cabbb5976bb34993a77f82179231f5cae7a7fb01920ccb4852771cb87a6c30be"",""overlap_rows"":167,""conflicting_rows"":57,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":57}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\COF.json
COLD,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=COLD\\year=2026\\8241473f59fd036446fd8cfd.parquet"",""right"":""data\\parquet\\daily\\symbol=COLD\\year=2026\\COLD_2026.parquet"",""left_sha256"":""6ea455243398197dc69c5e5b3b8c5c5312d9045e91005c4b88fba420b5097916"",""right_sha256"":""3cc69461705f85819aa5efd61c2f098e996ff8250eabe18a43f6868edaae0210"",""overlap_rows"":167,""conflicting_rows"":63,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-14"",""warmup_conflicting_sessions"":63}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\COLD.json
COMP,MIGRATED_ACTIVE_CONTENT_CONFLICT,"[{""year"":2026,""left"":""data\\parquet\\daily\\symbol=COMP\\year=2026\\283a8b790dadafa5533bd1fa.parquet"",""right"":""data\\parquet\\daily\\symbol=COMP\\year=2026\\COMP_2026.parquet"",""left_sha256"":""78a629fbee28205efbb36e1c963823aa74d4aa11d17df82d6cde68e5a25346b7"",""right_sha256"":""ca0fdab02b016f27d2f42e9ce4610d5bdeb7d179992015423533efb961386195"",""overlap_rows"":167,""conflicting_rows"":47,""first_conflict"":""2026-01-02"",""last_conflict"":""2026-08-13"",""warmup_conflicting_sessions"":47}]",H:\workspace\PCSOS\pool_scan_runs\daily_coverage_recovery_20260905_1741\tickers\COMP.json
